IYEAR,COMMODITY_RELEASED_TYPE,CAUSE,LOCATION_LATITUDE,LOCATION_LONGITUDE,UNINTENTIONAL_RELEASE_BBLS,RELEASE LIT,RELEASE M3
2020,CRUDE OIL,EXCAVATION DAMAGE,42.8359672,-104.3326735,500.0,79500.0,79.5
2020,CRUDE OIL,CORROSION FAILURE,35.05453,-119.31498,1.25,198.75,0.19875
2020,CRUDE OIL,EQUIPMENT FAILURE,28.930996,-97.791899,6.5,1033.5,1.0335
2020,CRUDE OIL,CORROSION FAILURE,31.429514,-102.347952,230.0,36570.0,36.57
2020,CRUDE OIL,EQUIPMENT FAILURE,38.3102,-99.80602,4.0,636.0,0.636
2020,CRUDE OIL,EQUIPMENT FAILURE,31.292707,-102.530283,1658.0,263622.0,263.622
2020,CRUDE OIL,EQUIPMENT FAILURE,27.908308,-97.417746,3.0,477.0,0.47700000000000004
2020,CRUDE OIL,EQUIPMENT FAILURE,39.714291,-100.321225,0.36,57.239999999999995,0.05724
2020,CRUDE OIL,CORROSION FAILURE,30.01329,-90.859444,38.1,6057.900000000001,6.057900000000001
2020,CRUDE OIL,INCORRECT OPERATION,32.0199,-101.99445,20.0,3180.0,3.18
2020,CRUDE OIL,EQUIPMENT FAILURE,47.68443,-95.4205,0.24,38.16,0.03816
2020,CRUDE OIL,EQUIPMENT FAILURE,42.864533,-106.408848,0.48,76.32,0.07632
2020,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,36.020051,-96.753783,3.5,556.5,0.5565
2020,CRUDE OIL,INCORRECT OPERATION,43.418897,-106.289707,22.2,3529.7999999999997,3.5298
2020,CRUDE OIL,EQUIPMENT FAILURE,29.39481,-94.958684,0.48,76.32,0.07632
2020,CRUDE OIL,OTHER ACCIDENT CAUSE,32.016859,-101.992792,0.9,143.1,0.1431
2020,CRUDE OIL,EQUIPMENT FAILURE,35.01714167,-119.2891667,3.5,556.5,0.5565
2020,CRUDE OIL,INCORRECT OPERATION,29.746372,-95.129967,0.7,111.3,0.1113
2020,CRUDE OIL,CORROSION FAILURE,34.801111,-97.48593,4.0,636.0,0.636
2020,CRUDE OIL,EQUIPMENT FAILURE,30.47638,-91.21974,3.5,556.5,0.5565
2020,CRUDE OIL,INCORRECT OPERATION,31.5265,-103.5597,2.0,318.0,0.318
2020,CRUDE OIL,CORROSION FAILURE,32.03189,-102.50421,3.0,477.0,0.47700000000000004
2020,CRUDE OIL,EQUIPMENT FAILURE,36.1142,-96.0047,5.0,795.0,0.795
2020,CRUDE OIL,INCORRECT OPERATION,32.0893,-103.5085,0.2,31.8,0.0318
2020,CRUDE OIL,INCORRECT OPERATION,32.07063,-96.46446,2.0,318.0,0.318
2020,CRUDE OIL,EQUIPMENT FAILURE,28.84673,-98.08649,4.0,636.0,0.636
2020,CRUDE OIL,EQUIPMENT FAILURE,29.93436,-94.48968,0.13,20.67,0.02067
2020,CRUDE OIL,EQUIPMENT FAILURE,35.925146,-96.741851,0.36,57.239999999999995,0.05724
2020,CRUDE OIL,INCORRECT OPERATION,33.862366,-118.223699,0.5,79.5,0.0795
2020,CRUDE OIL,EQUIPMENT FAILURE,32.00649,-102.04368,4.0,636.0,0.636
2020,CRUDE OIL,CORROSION FAILURE,31.105,-101.29663,29.0,4611.0,4.611
2020,CRUDE OIL,EQUIPMENT FAILURE,32.91358979,-102.8553918,50.0,7950.0,7.95
2020,CRUDE OIL,EQUIPMENT FAILURE,37.139861,-100.569356,4.6,731.4,0.7313999999999999
2020,CRUDE OIL,INCORRECT OPERATION,31.750062,-103.201416,7.5,1192.5,1.1925000000000001
2020,CRUDE OIL,EQUIPMENT FAILURE,33.04669,-102.940222,155.0,24645.0,24.645
2020,CRUDE OIL,EQUIPMENT FAILURE,38.78364,-89.08246,6031.0,958929.0,958.929
2020,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,33.192021,-93.407287,3.0,477.0,0.47700000000000004
2020,CRUDE OIL,NATURAL FORCE DAMAGE,47.702692,-103.651631,0.1,15.9,0.0159
2020,CRUDE OIL,CORROSION FAILURE,34.98271439,-89.64496116,19.27,3063.93,3.06393
2020,CRUDE OIL,EQUIPMENT FAILURE,31.66179,-103.72277,2000.0,318000.0,318.0
2019,CRUDE OIL,EQUIPMENT FAILURE,37.808688,-96.91439956,0.5,79.5,0.0795
2019,CRUDE OIL,INCORRECT OPERATION,32.30354,-101.46212,3.0,477.0,0.47700000000000004
2019,CRUDE OIL,NATURAL FORCE DAMAGE,34.988758,-101.815631,2.0,318.0,0.318
2019,CRUDE OIL,EQUIPMENT FAILURE,29.365959,-89.53902,3.0,477.0,0.47700000000000004
2019,CRUDE OIL,INCORRECT OPERATION,36.00512,-96.75145,1.5,238.5,0.23850000000000002
2019,CRUDE OIL,EQUIPMENT FAILURE,41.322335,-102.876874,15.0,2385.0,2.3850000000000002
2019,CRUDE OIL,EQUIPMENT FAILURE,42.511611,-84.237645,0.76,120.84,0.12084
2019,CRUDE OIL,CORROSION FAILURE,35.18694,-119.530555,12.5,1987.5,1.9875
2019,CRUDE OIL,EQUIPMENT FAILURE,31.8029,-103.81378,8.5,1351.5,1.3515
2019,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,36.01518,-96.75695,0.5,79.5,0.0795
2019,CRUDE OIL,INCORRECT OPERATION,27.889343,-97.263307,1029.0,163611.0,163.611
2019,CRUDE OIL,INCORRECT OPERATION,29.997984,-93.990191,15.0,2385.0,2.3850000000000002
2019,CRUDE OIL,CORROSION FAILURE,33.32812,-98.959715,40.0,6360.0,6.36
2019,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,27.889343,-97.263307,0.5,79.5,0.0795
2019,CRUDE OIL,INCORRECT OPERATION,32.3003976,-102.5425325,0.36,57.239999999999995,0.05724
2019,CRUDE OIL,EXCAVATION DAMAGE,31.697475,-102.01391,35.0,5565.0,5.565
2019,CRUDE OIL,INCORRECT OPERATION,35.941115,-96.746936,0.35,55.65,0.05565
2019,CRUDE OIL,INCORRECT OPERATION,30.10774,-91.79631,1.0,159.0,0.159
2019,CRUDE OIL,INCORRECT OPERATION,36.24405,-98.778319,426.0,67734.0,67.734
2019,CRUDE OIL,EQUIPMENT FAILURE,47.803227,-102.878937,0.9,143.1,0.1431
2019,CRUDE OIL,EXCAVATION DAMAGE,33.808255,-118.299813,11.02,1752.1799999999998,1.7521799999999998
2019,CRUDE OIL,EQUIPMENT FAILURE,27.8189044,-97.5079139,0.25,39.75,0.03975
2019,CRUDE OIL,INCORRECT OPERATION,32.251642,-103.961531,1501.0,238659.0,238.659
2019,CRUDE OIL,NATURAL FORCE DAMAGE,32.22476,-104.133393,2.67,424.53,0.42452999999999996
2019,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,28.94901,-95.4303,10.0,1590.0,1.59
2019,CRUDE OIL,CORROSION FAILURE,31.784867,-102.174602,12.0,1908.0,1.9080000000000001
2019,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,48.514598,-97.924804,4515.0,717885.0,717.885
2019,CRUDE OIL,CORROSION FAILURE,38.09338,-98.58172,5.0,795.0,0.795
2019,CRUDE OIL,CORROSION FAILURE,32.482,-94.83943,2.0,318.0,0.318
2019,CRUDE OIL,INCORRECT OPERATION,29.7459,-95.1265,1.07,170.13000000000002,0.17013000000000003
2019,CRUDE OIL,EQUIPMENT FAILURE,32.992788,-102.60837,2.0,318.0,0.318
2019,CRUDE OIL,EQUIPMENT FAILURE,35.94723,-96.75571,3.0,477.0,0.47700000000000004
2019,CRUDE OIL,CORROSION FAILURE,29.70691,-95.2232,40.0,6360.0,6.36
2019,CRUDE OIL,CORROSION FAILURE,35.310816,-118.904629,2.0,318.0,0.318
2019,CRUDE OIL,EQUIPMENT FAILURE,33.91298,-98.43419,1.29,205.11,0.20511000000000001
2019,CRUDE OIL,EQUIPMENT FAILURE,27.827039,-97.196603,0.24,38.16,0.03816
2019,CRUDE OIL,CORROSION FAILURE,40.1054834,-88.577522,30.0,4770.0,4.7700000000000005
2019,CRUDE OIL,INCORRECT OPERATION,35.3191,-106.4336,1.9,302.09999999999997,0.3021
2019,CRUDE OIL,CORROSION FAILURE,27.81748,-97.40699,18.75,2981.25,2.98125
2019,CRUDE OIL,EQUIPMENT FAILURE,29.61403,-95.18273,0.24,38.16,0.03816
2019,CRUDE OIL,CORROSION FAILURE,29.6775,-89.97916,1195.0,190005.0,190.005
2019,CRUDE OIL,EQUIPMENT FAILURE,29.991667,-93.991388,0.45,71.55,0.07155
2019,CRUDE OIL,EQUIPMENT FAILURE,32.080658,-103.17905,80.0,12720.0,12.72
2019,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,39.408973,-92.84738,0.23,36.57,0.03657
2019,CRUDE OIL,CORROSION FAILURE,31.73093,-105.21154,4.6,731.4,0.7313999999999999
2019,CRUDE OIL,INCORRECT OPERATION,36.0441,-107.6142,0.2,31.8,0.0318
2019,CRUDE OIL,CORROSION FAILURE,33.8045274,-118.2210989,1.0,159.0,0.159
2019,CRUDE OIL,NATURAL FORCE DAMAGE,29.995764,-94.077853,86.0,13674.0,13.674
2019,CRUDE OIL,NATURAL FORCE DAMAGE,30.00589,-93.97616,2.0,318.0,0.318
2019,CRUDE OIL,EQUIPMENT FAILURE,36.3594,-97.5935,85.0,13515.0,13.515
2019,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,32.530162,-100.849262,0.36,57.239999999999995,0.05724
2019,CRUDE OIL,CORROSION FAILURE,29.5208806,-95.1061667,2.0,318.0,0.318
2019,CRUDE OIL,CORROSION FAILURE,35.935612,-96.749949,1200.0,190800.0,190.8
2019,CRUDE OIL,INCORRECT OPERATION,32.031,-102.5059,20.0,3180.0,3.18
2019,CRUDE OIL,INCORRECT OPERATION,40.652947,-103.033132,15.0,2385.0,2.3850000000000002
2019,CRUDE OIL,INCORRECT OPERATION,33.93988,-97.02318,0.48,76.32,0.07632
2019,CRUDE OIL,EQUIPMENT FAILURE,29.997984,-93.990191,2.0,318.0,0.318
2019,CRUDE OIL,EQUIPMENT FAILURE,31.427671,-102.450536,3.5,556.5,0.5565
2019,CRUDE OIL,CORROSION FAILURE,30.14054,-94.39903,3.0,477.0,0.47700000000000004
2019,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,38.66464,-88.32363,30.0,4770.0,4.7700000000000005
2019,CRUDE OIL,CORROSION FAILURE,35.68876,-101.34716,24.69,3925.71,3.92571
2019,CRUDE OIL,EQUIPMENT FAILURE,34.6595,-97.5962,35.0,5565.0,5.565
2019,CRUDE OIL,EQUIPMENT FAILURE,27.8298459,-97.1975004,0.5,79.5,0.0795
2019,CRUDE OIL,CORROSION FAILURE,32.0162,-102.01595,15.0,2385.0,2.3850000000000002
2019,CRUDE OIL,EQUIPMENT FAILURE,27.8294937,-97.6138882,242.0,38478.0,38.478
2019,CRUDE OIL,EQUIPMENT FAILURE,32.16311,-101.47822,1.5,238.5,0.23850000000000002
2019,CRUDE OIL,EQUIPMENT FAILURE,38.673067,-97.044628,5.0,795.0,0.795
2019,CRUDE OIL,CORROSION FAILURE,27.964052,-94.388912,0.1,15.9,0.0159
2019,CRUDE OIL,CORROSION FAILURE,32.0227,-102.0183,1.0,159.0,0.159
2019,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,29.30545,-97.40051,4.0,636.0,0.636
2019,CRUDE OIL,EQUIPMENT FAILURE,32.00482,-102.04012,0.5,79.5,0.0795
2019,CRUDE OIL,INCORRECT OPERATION,29.36959,-89.53902,5.0,795.0,0.795
2019,CRUDE OIL,EXCAVATION DAMAGE,29.789161,-100.616425,10460.0,1663140.0,1663.14
2019,CRUDE OIL,EQUIPMENT FAILURE,32.06577502,-103.6659723,32.0,5088.0,5.088
2019,CRUDE OIL,CORROSION FAILURE,31.765497,-103.171377,6.0,954.0,0.9540000000000001
2019,CRUDE OIL,EQUIPMENT FAILURE,35.946007,-96.741941,1.0,159.0,0.159
2019,CRUDE OIL,EQUIPMENT FAILURE,31.71764,-103.5923,14.0,2226.0,2.226
2019,CRUDE OIL,INCORRECT OPERATION,32.987609,-102.77071,0.5,79.5,0.0795
2019,CRUDE OIL,EQUIPMENT FAILURE,29.991667,-93.991388,4.0,636.0,0.636
2019,CRUDE OIL,CORROSION FAILURE,35.9515,-96.7597,10.0,1590.0,1.59
2019,CRUDE OIL,CORROSION FAILURE,33.818819,-118.281047,7.8,1240.2,1.2402
2019,CRUDE OIL,EQUIPMENT FAILURE,32.021,-102.0157,0.36,57.239999999999995,0.05724
2019,CRUDE OIL,CORROSION FAILURE,41.61568,-108.38449,2250.0,357750.0,357.75
2019,CRUDE OIL,CORROSION FAILURE,31.790942,-103.1326,60.0,9540.0,9.540000000000001
2019,CRUDE OIL,INCORRECT OPERATION,32.443697,-102.54348,7.0,1113.0,1.113
2019,CRUDE OIL,CORROSION FAILURE,34.059655,-98.349303,1100.0,174900.0,174.9
2019,CRUDE OIL,EQUIPMENT FAILURE,46.191125,-103.952295,5.0,795.0,0.795
2019,CRUDE OIL,CORROSION FAILURE,28.865556,-89.277778,0.23,36.57,0.03657
2019,CRUDE OIL,CORROSION FAILURE,32.291645,-101.373267,313.0,49767.0,49.767
2019,CRUDE OIL,EQUIPMENT FAILURE,46.93887,-92.938287,6.7,1065.3,1.0653
2019,CRUDE OIL,CORROSION FAILURE,35.154538,-119.33629,0.62,98.58,0.09858
2019,CRUDE OIL,INCORRECT OPERATION,32.6585,-103.1384,10.0,1590.0,1.59
2019,CRUDE OIL,EXCAVATION DAMAGE,31.426311,-102.449186,0.24,38.16,0.03816
2019,CRUDE OIL,EQUIPMENT FAILURE,29.7484,-95.1285,1.0,159.0,0.159
2019,CRUDE OIL,EQUIPMENT FAILURE,35.9548,-96.7591,0.1,15.9,0.0159
2019,CRUDE OIL,EQUIPMENT FAILURE,36.602638,-96.15029,2.0,318.0,0.318
2019,CRUDE OIL,NATURAL FORCE DAMAGE,33.152138,-101.37279,2.0,318.0,0.318
2019,CRUDE OIL,EQUIPMENT FAILURE,35.43513,-119.68239,21.0,3339.0,3.339
2019,CRUDE OIL,INCORRECT OPERATION,33.007445,-102.975571,0.85,135.15,0.13515000000000002
2019,CRUDE OIL,CORROSION FAILURE,35.278811,-119.31235,45.0,7155.0,7.155
2019,CRUDE OIL,CORROSION FAILURE,48.573929,-96.935187,0.1,15.9,0.0159
2019,CRUDE OIL,EQUIPMENT FAILURE,29.622572,-90.689097,1.0,159.0,0.159
2019,CRUDE OIL,CORROSION FAILURE,28.94975,-95.43009,1.0,159.0,0.159
2019,CRUDE OIL,EXCAVATION DAMAGE,34.765475,-99.32194444,4201.0,667959.0,667.9590000000001
2019,CRUDE OIL,EQUIPMENT FAILURE,42.866095,-106.417519,4.0,636.0,0.636
2019,CRUDE OIL,EQUIPMENT FAILURE,38.790784,-89.069841,0.5,79.5,0.0795
2019,CRUDE OIL,EQUIPMENT FAILURE,31.8051,-103.8126,0.1,15.9,0.0159
2019,CRUDE OIL,EQUIPMENT FAILURE,61.897097,-145.298884,4.0,636.0,0.636
2019,CRUDE OIL,INCORRECT OPERATION,35.9904,-96.577985,3.0,477.0,0.47700000000000004
2019,CRUDE OIL,NATURAL FORCE DAMAGE,31.48663,-103.524065,4.75,755.25,0.75525
2019,CRUDE OIL,EQUIPMENT FAILURE,35.43513,-119.68239,9.2,1462.8,1.4627999999999999
2019,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,30.280692,-96.948503,10.0,1590.0,1.59
2019,CRUDE OIL,EQUIPMENT FAILURE,30.010793,-90.860891,18.0,2862.0,2.862
2019,CRUDE OIL,INCORRECT OPERATION,40.70666,-84.12268,0.19,30.21,0.03021
2019,CRUDE OIL,EQUIPMENT FAILURE,36.246108,-97.264198,19.0,3021.0,3.021
2019,CRUDE OIL,EQUIPMENT FAILURE,34.62492,-97.173661,0.3,47.699999999999996,0.0477
2019,CRUDE OIL,CORROSION FAILURE,46.192304,-103.953154,22.0,3498.0,3.498
2019,CRUDE OIL,EQUIPMENT FAILURE,35.937033,-96.752431,0.17,27.03,0.027030000000000002
2019,CRUDE OIL,EQUIPMENT FAILURE,35.935277,-96.731944,4.3,683.6999999999999,0.6837
2019,CRUDE OIL,INCORRECT OPERATION,31.88953,-103.956774,0.5,79.5,0.0795
2019,CRUDE OIL,EQUIPMENT FAILURE,29.156667,-90.175711,297.0,47223.0,47.223
2019,CRUDE OIL,CORROSION FAILURE,29.9967,-93.98765,0.36,57.239999999999995,0.05724
2019,CRUDE OIL,CORROSION FAILURE,32.5303,-100.8297,20.0,3180.0,3.18
2019,CRUDE OIL,EQUIPMENT FAILURE,33.91311,-98.43587,0.4,63.6,0.0636
2019,CRUDE OIL,NATURAL FORCE DAMAGE,36.0054,-96.75046,140.0,22260.0,22.26
2019,CRUDE OIL,INCORRECT OPERATION,32.35415,-93.67843,3.0,477.0,0.47700000000000004
2019,CRUDE OIL,INCORRECT OPERATION,28.40872,-98.21365,2.0,318.0,0.318
2019,CRUDE OIL,INCORRECT OPERATION,38.21593,-88.569288,0.7,111.3,0.1113
2019,CRUDE OIL,EQUIPMENT FAILURE,32.23139,-95.66336,2.0,318.0,0.318
2019,CRUDE OIL,CORROSION FAILURE,34.69902,-97.6944,0.5,79.5,0.0795
2019,CRUDE OIL,CORROSION FAILURE,32.068361,-91.544865,89.0,14151.0,14.151
2019,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,28.867303,-90.490614,0.14,22.26,0.022260000000000002
2019,CRUDE OIL,EQUIPMENT FAILURE,29.7602,-95.1429,4.0,636.0,0.636
2019,CRUDE OIL,CORROSION FAILURE,29.622572,-90.689097,14.1,2241.9,2.2419000000000002
2019,CRUDE OIL,CORROSION FAILURE,28.937256,-97.798827,56.0,8904.0,8.904
2019,CRUDE OIL,EQUIPMENT FAILURE,38.820179,-90.09127,1.52,241.68,0.24168
2019,CRUDE OIL,EQUIPMENT FAILURE,35.063187,-119.065405,27.75,4412.25,4.41225
2019,CRUDE OIL,EQUIPMENT FAILURE,29.794468,-95.279326,0.6,95.39999999999999,0.0954
2019,CRUDE OIL,CORROSION FAILURE,46.687573,-92.058995,2.0,318.0,0.318
2019,CRUDE OIL,EQUIPMENT FAILURE,38.819032,-90.091097,0.12,19.08,0.01908
2019,CRUDE OIL,CORROSION FAILURE,28.66775,-98.424895,10.0,1590.0,1.59
2019,CRUDE OIL,INCORRECT OPERATION,29.3469,-94.938,0.1,15.9,0.0159
2019,CRUDE OIL,INCORRECT OPERATION,34.6094444,-98.851944,0.11,17.49,0.01749
2019,CRUDE OIL,INCORRECT OPERATION,44.293682,-105.066773,3.0,477.0,0.47700000000000004
2019,CRUDE OIL,INCORRECT OPERATION,39.03502,-84.69038,0.24,38.16,0.03816
2019,CRUDE OIL,EQUIPMENT FAILURE,38.059227,-122.134849,0.7,111.3,0.1113
2019,CRUDE OIL,CORROSION FAILURE,32.48265,-94.83272,10.0,1590.0,1.59
2019,CRUDE OIL,NATURAL FORCE DAMAGE,39.413469,-92.845878,27.0,4293.0,4.293
2019,CRUDE OIL,CORROSION FAILURE,31.431105,-102.378011,95.0,15105.0,15.105
2019,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,46.685942,-92.06216,1.71,271.89,0.27188999999999997
2019,CRUDE OIL,EQUIPMENT FAILURE,31.361163,-101.513858,1.0,159.0,0.159
2019,CRUDE OIL,CORROSION FAILURE,35.9592,-96.7534,0.12,19.08,0.01908
2019,CRUDE OIL,CORROSION FAILURE,31.634409,-101.708221,125.0,19875.0,19.875
2019,CRUDE OIL,EQUIPMENT FAILURE,40.78062,-103.94451,0.4,63.6,0.0636
2019,CRUDE OIL,CORROSION FAILURE,34.20242,-97.48605,25.0,3975.0,3.975
2019,CRUDE OIL,EQUIPMENT FAILURE,32.52759,-100.85185,3.0,477.0,0.47700000000000004
2019,CRUDE OIL,EQUIPMENT FAILURE,48.2727898,-103.360108,1.0,159.0,0.159
2019,CRUDE OIL,CORROSION FAILURE,34.38949,-97.82985,1250.0,198750.0,198.75
2019,CRUDE OIL,EQUIPMENT FAILURE,43.82592,-104.32507,142.0,22578.0,22.578
2019,CRUDE OIL,EQUIPMENT FAILURE,35.225011,-119.5604561,4.0,636.0,0.636
2019,CRUDE OIL,CORROSION FAILURE,33.345827,-95.074134,1.5,238.5,0.23850000000000002
2019,CRUDE OIL,EQUIPMENT FAILURE,34.992215,-118.943229,0.1,15.9,0.0159
2019,CRUDE OIL,EQUIPMENT FAILURE,46.755689,-109.857509,417.0,66303.0,66.303
2019,CRUDE OIL,EQUIPMENT FAILURE,31.068913,-98.732867,750.0,119250.0,119.25
2019,CRUDE OIL,EQUIPMENT FAILURE,29.373333,-89.549166,0.6,95.39999999999999,0.0954
2019,CRUDE OIL,INCORRECT OPERATION,31.94578,-101.91414,0.7,111.3,0.1113
2019,CRUDE OIL,EQUIPMENT FAILURE,31.48393,-99.69122,2.0,318.0,0.318
2019,CRUDE OIL,EQUIPMENT FAILURE,27.94556,-90.99583,0.1,15.9,0.0159
2019,CRUDE OIL,EQUIPMENT FAILURE,32.005428,-102.041069,1.0,159.0,0.159
2019,CRUDE OIL,INCORRECT OPERATION,34.752655,-97.258276,1.0,159.0,0.159
2019,CRUDE OIL,EQUIPMENT FAILURE,46.68499,-92.06222,0.15,23.849999999999998,0.02385
2019,CRUDE OIL,EQUIPMENT FAILURE,29.935306,-95.383077,0.6,95.39999999999999,0.0954
2019,CRUDE OIL,EQUIPMENT FAILURE,38.611748,-98.683806,4.4,699.6,0.6996
2019,CRUDE OIL,INCORRECT OPERATION,30.00104,-93.9866,2.0,318.0,0.318
2019,CRUDE OIL,EQUIPMENT FAILURE,35.68555,-101.36087,11.24,1787.16,1.78716
2019,CRUDE OIL,INCORRECT OPERATION,46.39246,-104.44774,0.5,79.5,0.0795
2019,CRUDE OIL,CORROSION FAILURE,34.242804,-119.259547,21.0,3339.0,3.339
2019,CRUDE OIL,EXCAVATION DAMAGE,36.533044,-95.5795,1780.0,283020.0,283.02
2019,CRUDE OIL,CORROSION FAILURE,33.952938,-97.698131,0.36,57.239999999999995,0.05724
2019,CRUDE OIL,EQUIPMENT FAILURE,31.763939,-103.173558,0.2,31.8,0.0318
2019,CRUDE OIL,CORROSION FAILURE,31.7679328,-103.1771881,0.2,31.8,0.0318
2019,CRUDE OIL,INCORRECT OPERATION,33.00701,-102.97549,1.76,279.84,0.27984
2019,CRUDE OIL,EQUIPMENT FAILURE,38.575523,-89.001884,3.0,477.0,0.47700000000000004
2019,CRUDE OIL,INCORRECT OPERATION,38.867592,-90.618187,17.0,2703.0,2.703
2019,CRUDE OIL,EQUIPMENT FAILURE,31.48393,-99.69122,0.5,79.5,0.0795
2019,CRUDE OIL,EQUIPMENT FAILURE,32.49875,-101.6741,0.38,60.42,0.06042
2019,CRUDE OIL,CORROSION FAILURE,42.85147,-106.35547,48.0,7632.0,7.632000000000001
2019,CRUDE OIL,INCORRECT OPERATION,36.36027669,-97.59405888,831.0,132129.0,132.129
2019,CRUDE OIL,INCORRECT OPERATION,32.01347,-102.016347,40.0,6360.0,6.36
2019,CRUDE OIL,EQUIPMENT FAILURE,35.28617,-98.29,150.0,23850.0,23.85
2019,CRUDE OIL,CORROSION FAILURE,38.79205,-89.07352,155.0,24645.0,24.645
2019,CRUDE OIL,EQUIPMENT FAILURE,29.423332,-89.990277,0.1,15.9,0.0159
2019,CRUDE OIL,EQUIPMENT FAILURE,31.5174,-103.4568,0.5,79.5,0.0795
2019,CRUDE OIL,INCORRECT OPERATION,29.82582,-93.951877,29.0,4611.0,4.611
2019,CRUDE OIL,EQUIPMENT FAILURE,40.649498,-103.033495,80.0,12720.0,12.72
2019,CRUDE OIL,EQUIPMENT FAILURE,41.554486,-87.886511,0.58,92.22,0.09222
2019,CRUDE OIL,EQUIPMENT FAILURE,28.46062,-98.44847,535.0,85065.0,85.065
2018,CRUDE OIL,EQUIPMENT FAILURE,35.943722,-96.764667,7.5,1192.5,1.1925000000000001
2018,CRUDE OIL,CORROSION FAILURE,31.634409,-101.708221,30.0,4770.0,4.7700000000000005
2018,CRUDE OIL,CORROSION FAILURE,30.013326,-90.860244,30.0,4770.0,4.7700000000000005
2018,CRUDE OIL,CORROSION FAILURE,29.790949,-95.281395,1000.0,159000.0,159.0
2018,CRUDE OIL,CORROSION FAILURE,29.9967,-93.99765,15.0,2385.0,2.3850000000000002
2018,CRUDE OIL,CORROSION FAILURE,29.997016,-93.992067,4.0,636.0,0.636
2018,CRUDE OIL,EQUIPMENT FAILURE,31.5267,-103.559,1.43,227.36999999999998,0.22737
2018,CRUDE OIL,EQUIPMENT FAILURE,35.958659,-96.719504,1.0,159.0,0.159
2018,CRUDE OIL,EQUIPMENT FAILURE,31.932,-103.5153,1.5,238.5,0.23850000000000002
2018,CRUDE OIL,EQUIPMENT FAILURE,35.957724,-96.722004,0.36,57.239999999999995,0.05724
2018,CRUDE OIL,INCORRECT OPERATION,42.22539,-104.685771,12.0,1908.0,1.9080000000000001
2018,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,35.51087,-97.884,85.0,13515.0,13.515
2018,CRUDE OIL,EQUIPMENT FAILURE,32.063926,-103.67576,3.0,477.0,0.47700000000000004
2018,CRUDE OIL,EQUIPMENT FAILURE,36.014722,-96.755556,28.0,4452.0,4.452
2018,CRUDE OIL,OTHER OUTSIDE FORCE DAMAGE,35.324009,-96.980672,71.0,11289.0,11.289
2018,CRUDE OIL,EQUIPMENT FAILURE,35.94063,-96.74844,0.0,0.0,0.0
2018,CRUDE OIL,CORROSION FAILURE,31.765947,-103.17155,14.0,2226.0,2.226
2018,CRUDE OIL,INCORRECT OPERATION,31.766826,-103.171932,2.0,318.0,0.318
2018,CRUDE OIL,INCORRECT OPERATION,39.784705,-95.518301,10.0,1590.0,1.59
2018,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,35.443915,-99.387162,672.0,106848.0,106.848
2018,CRUDE OIL,EQUIPMENT FAILURE,30.00111,-93.9925,3.0,477.0,0.47700000000000004
2018,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,40.584263,-99.787239,1.5,238.5,0.23850000000000002
2018,CRUDE OIL,NATURAL FORCE DAMAGE,29.991667,-93.991388,3.0,477.0,0.47700000000000004
2018,CRUDE OIL,CORROSION FAILURE,40.200319,-104.607818,23.8,3784.2000000000003,3.7842000000000002
2018,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,32.212653,-101.54602,2.0,318.0,0.318
2018,CRUDE OIL,EQUIPMENT FAILURE,35.9402,-96.7476,0.24,38.16,0.03816
2018,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,47.35765,-110.83999,3400.0,540600.0,540.6
2018,CRUDE OIL,MATERIAL FAILURE OF PIPE OR WELD,33.221106,-99.872604,100.0,15900.0,15.9
2018,CRUDE OIL,EQUIPMENT FAILURE,70.27817,-147.96471,2.0,318.0,0.318
2018,CRUDE OIL,EQUIPMENT FAILURE,29.991667,-93.991388,2.0,318.0,0.318
2018,CRUDE OIL,EQUIPMENT FAILURE,29.997175,-93.991902,0.5,79.5,0.0795
2018,CRUDE OIL,EQUIPMENT FAILURE,34.992071,-118.943351,0.43,68.37,0.06837
2018,CRUDE OIL,EXCAVATION DAMAGE,47.759103,-103.32878,45.0,7155.0,7.155
2018,CRUDE OIL,EQUIPMENT FAILURE,29.5220583,-95.1065667,8.0,1272.0,1.272
2018,CRUDE OIL,EQUIPMENT FAILURE,29.76154,-96.148594,0.5,79.5,0.0795
2018,CRUDE OIL,CORROSION FAILURE,34.77353,-97.44631,404.0,64236.0,64.236
2018,CRUDE OIL,INCORRECT OPERATION,32.023762,-102.017753,0.7,111.3,0.1113
